Consent,GBeliefs_1,GBeliefs_2,GBeliefs_3,Global_1,Global_2,Global_3,Global_4,Global_5,Gutt1,Gutt2,Gutt3,Gutt4,Gutt5,Attain_1,Attain_10,Attain_11,Attain_12,Attain_13,Attain_2,Attain_3,Attain_4,Attain_5,Attain_6,Attain_7,Attain_8,Attain_9,CostX_1,CostX_2,CostX_3,CostX_4,CostX_5,CostX_6,CostX_7,CostX_8,CostX_9,CostX_10,CostX_11,CostX_12,CostX_13,DifficultyX_1,DifficultyX_2,DifficultyX_3,DifficultyX_4,DifficultyX_5,DifficultyX_6,DifficultyX_7,DifficultyX_8,DifficultyX_9,GoalX_1,GoalX_2,GoalX_3,GoalX_4,GoalX_5,GoalX_6,GoalX_7,GoalX_8,GoalX_9,GoalX_10,GoalX_11,GoalX_12,GoalX_13,Expectancy_1,Expectancy_2,Expectancy_3,Expectancy_4,Expectancy_5,Expectancy_6,IntEnj_1,IntEnj_2,IntEnj_3,IntEnj_4,IntEnj_5,IntEnj_6,IntEnj_7,IntEnj_8,IntEnj_9,Utility_1,Utility_10,Utility_11,Utility_2,Utility_3,Utility_4,Utility_5,Utility_6,Utility_7,Utility_8,Utility_9,AcadSCX_1,AcadSCX_2,AcadSCX_3,AcadSCX_4,AcadSCX_5,AcadSCX_6,AcadSCX_7,AcadSCX_8,AcadSCX_9,AcadSCX_10,AcadSCX_11,AcadSCX_12,AcadSCX_13,AcadSCX_14,Gender,Gender_TEXT,Age,Hispanic_Latino_Spanish,Race_Origin,Race_Origin_TEXT,Language,Language_TEXT,Student,Student_TEXT,Taking_Class,Taking_Class_TEXT,STAT_Successful?,Successful_Where,No?,No?_TEXT,First_Gen?,Grade_Course,College_GPA?,College_GPA,College_GPA_Max,HS_GPA,HS_GPA_Max,Major1_1,Major1.1,Major2_1,Major2.1,Minor1_1,Minor1.1,Minor2_1,Minor2.1,RandomID
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Disagree,Above Average,Above Average,Average,Confident,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,5,3,5,5,5,4,2,6,5,6,5,3,2,4,3,5,4,4,5,4,4,4,3,2,3,4,4,4,3,3,3,4,3,3,3,1,1,1,7,2,1,2,2,4,4,2,1,2,5,5,6,5,5,6,3,4,4,4,5,5,5,4,4,4,2,5,4,5,5,5,7,4,5,2,5,6,6,5,5,3,4,3,5,6,6,4,5,6,Man,,25,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A,Yes,3.9,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,e28fdd4eb3
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Neither Agree Nor Disagree,Above Average,Good,Large Amount,Confident,Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,4,4,6,6,6,1,1,7,7,7,6,4,5,2,5,5,5,6,6,5,6,6,2,2,6,5,4,6,2,2,4,6,2,3,2,1,1,1,6,4,1,6,1,4,1,1,1,1,6,7,6,7,6,6,5,6,4,6,5,6,6,6,5,4,6,6,6,7,4,6,7,6,6,6,7,6,7,7,5,5,6,6,4,7,4,6,4,4,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,Yes,High School AP Statistics,,,No,A,Yes,3.85,4,,,Environmental Science and Natural Resource Studies,,,,Biology,,,,eeeeab5e4a
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Average,Average,Average,Fairly Confident,Likely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will rarely use statistics in the future.,7,6,3,4,3,6,6,5,5,4,4,6,5,2,3,3,3,5,5,3,3,5,3,3,3,4,5,5,5,5,4,3,5,5,5,5,2,1,4,5,5,4,3,5,5,5,6,5,5,5,6,5,3,6,2,3,1,4,3,3,4,4,2,7,5,3,5,5,7,2,5,5,5,5,5,6,6,6,2,5,4,4,2,7,5,6,3,5,Woman,,24,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,"It is required by my major.,It is required by my minor.",,No,,I have never taken a statistics course.,,No,A or B (not sure which one),Yes,3.8,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,Other (Please Specify),Geospatial Analysis and Modeling for the Environment,None - I do not have a minor.,,dee73142e5
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Above Average,Good,Great Deal,Confident,Average,Employers require that I have excellent knowledge of statistics.,Most people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,5,4,7,1,5,5,4,3,5,6,6,5,5,6,2,6,6,6,6,3,6,6,5,6,5,6,5,5,7,5,6,6,5,6,7,4,4,4,7,5,1,5,2,5,7,6,5,6,6,6,5,6,4,6,3,5,4,6,2,5,6,6,4,5,6,6,6,6,7,6,7,6,7,6,2,5,6,5,4,6,7,3,6,5,5,3,5,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Freshman (First Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,B,No,,,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,f55d0f503c
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Agree,Disagree,Well,Above Average,Large Amount,Confident,Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,6,6,6,7,7,5,5,5,7,7,6,4,5,4,5,5,6,6,6,5,6,5,4,5,6,5,5,5,4,4,4,5,4,3,4,5,5,5,7,6,5,6,4,5,3,3,4,4,5,5,7,6,5,6,4,6,5,6,5,6,5,6,6,6,6,7,5,6,6,4,7,6,6,5,6,5,4,5,2,4,5,4,5,5,3,4,5,3,Man,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.,Some other race or origin: Provide race(s) or origin(s) below.","Arab (Lebanese, not White)",English,,Sophomore (Second Year),,It is required by my major.,,Yes,High School AP Statistics,,,No,A or B (not sure which one),Yes,,,,,Environmental Science and Natural Resource Studies,,,,Other (Please Specify),Journalism,None - I do not have a minor.,,6f360e9add
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Somewhat Disagree,Very Well,Above Average,Grater Than Average,Confident,Average,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,5,5,6,5,6,4,5,4,6,6,5,6,5,2,3,6,6,7,6,2,6,7,2,3,6,7,6,6,6,4,6,6,5,5,6,4,4,3,6,4,4,4,5,5,5,2,5,4,5,6,6,6,5,6,3,6,4,6,5,4,6,6,4,5,6,6,6,7,6,7,7,7,7,7,3,5,5,1,1,5,6,6,5,5,1,2,5,2,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,"It is required by my major.,It is an elective for my major.",,No,,I have never taken a statistics course.,,No,A or B (not sure which one),No,,,4.008,5,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,Political Science,,None - I do not have a minor.,,b9e01bc432
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Agree,Neither Agree Nor Disagree,Poorly,Poor,Grater Than Average,Some Confidence,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Almost everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,4,4,4,5,4,4,4,3,5,4,6,4,5,4,4,5,4,5,5,4,6,4,4,5,4,6,4,4,4,5,5,5,3,5,4,6,3,4,4,4,4,4,5,4,3,3,6,5,4,6,4,4,6,5,4,4,3,6,4,4,5,4,4,6,4,4,6,6,6,6,4,6,4,4,4,4,2,4,2,2,4,4,2,4,4,4,2,2,Man,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,Yes,High School non-AP,,,No,A or B (not sure which one),Yes,,,,,Environmental Science and Natural Resource Studies,,Visual and Performing Arts,,None - I do not have a minor.,,None - I do not have a minor.,,bb67d041cd
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Agree,Disagree,Average,Average,Average,Some Confidence,Fairly Likely,Employers expect that I know statistics.,Only some people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,5,4,4,6,5,5,3,4,4,2,5,5,3,3,6,6,5,6,4,6,4,4,4,6,5,4,5,6,5,6,5,3,5,5,4,2,4,6,4,2,5,4,4,4,4,4,4,6,6,4,6,5,6,3,6,4,6,4,4,6,6,4,4,6,6,5,4,6,6,6,6,6,6,4,6,2,3,3,5,6,4,4,6,3,5,6,3,Woman,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","Black or African-American: African American, Haitian, Nigerian, etc.,Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Senior (Fourth Year),,It is required by my major.,,Yes,High School non-AP,,,Yes,C,Yes,2.2000000000000002,,,,Liberal Arts and General Studies,,None - I do not have a second major.,,Liberal Arts and General Studies,,None - I do not have a minor.,,6d3c8688bd
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Well,Above Average,Grater Than Average,Fairly Confident,Very Likely,"Employers would like it if I knew statistics, but it is not required.",Almost everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,5,5,6,6,5,4,3,6,6,6,5,3,6,2,3,6,6,6,5,3,4,6,2,5,1,5,6,2,4,2,3,5,4,3,4,2,5,1,6,5,1,6,5,5,4,3,5,5,6,6,6,7,6,6,4,6,4,5,4,5,6,6,5,6,6,7,6,6,6,6,7,6,6,6,6,4,3,5,4,6,6,5,6,6,4,6,5,5,Man,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Junior (Third Year),,"If fulfills a general education requirement.,It is not part of my major or minor or general education program, but it gives me additional credits needed to graduate.",,Yes,1 other college-level statistics course.,,,No,A or B (not sure which one),Yes,3.1,4,,,Other (Please Specify),Communications,None - I do not have a second major.,,"Marketing, Advertising",,,,4c174376ec
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Well,Average,Grater Than Average,Some Confidence,Average,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,7,6,4,5,4,4,2,6,6,6,4,4,5,3,5,6,4,4,5,5,5,6,3,4,6,3,6,4,4,4,7,6,4,5,4,2,2,1,6,5,5,6,4,6,4,2,1,1,5,6,6,6,6,6,3,6,4,4,2,5,6,6,4,5,6,6,5,6,6,6,6,6,6,6,5,6,4,5,3,6,6,7,6,6,6,6,6,3,Woman,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,Yes,High School non-AP,,,No,A or B (not sure which one),Yes,3.8,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,77fe60c91f
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Agree,Disagree,Above Average,Above Average,Less Than Average,Confident,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will occasionally use statistics in the future.,6,5,6,6,6,4,2,6,6,6,6,6,5,6,6,6,6,4,6,6,6,6,3,6,5,6,6,2,5,3,6,6,2,3,4,2,1,1,7,4,4,6,2,6,2,1,1,5,6,6,6,6,6,6,3,6,5,4,5,4,5,6,6,5,6,7,6,5,6,6,7,6,6,6,7,7,2,6,6,6,6,6,6,7,5,7,5,5,Woman,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),Yes,3.75,4,,,Environmental Science and Natural Resource Studies,,,,Biology,,Other (Please Specify),Honors College,9ed5d91f33
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Average,Below Average,Average,Some Confidence,Likely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,5,4,6,4,4,6,3,4,4,4,4,3,5,5,4,5,6,6,6,4,4,5,5,7,4,3,5,4,3,3,4,5,4,4,4,4,4,4,6,4,4,5,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,5,7,5,6,3,5,5,6,5,4,6,6,6,7,5,5,5,5,3,3,5,4,5,6,3,6,5,5,3,4,Woman,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Sophomore (Second Year),,If fulfills a general education requirement.,,Yes,High School non-AP,,,Yes,C,Yes,3.5,4,,,Psychology,,,,,,,,436e3b17f5
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Somewhat Agree,Neither Agree Nor Disagree,Average,Average,Average,Fairly Confident,Unlikely,Employers expect that I know statistics.,Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,7,6,5,7,7,7,7,3,7,7,4,5,4,4,5,5,4,1,4,6,4,6,4,4,5,7,6,4,4,4,4,6,4,4,4,6,4,1,6,4,5,6,4,5,6,6,5,6,6,5,6,6,4,7,3,4,3,7,1,4,4,4,3,7,5,7,6,6,6,4,4,5,6,4,4,5,7,7,7,7,6,4,7,6,6,7,6,3,Woman,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A,No,,,3.2,5,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,99a0a3252a
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Agree,Neither Agree Nor Disagree,Average,Average,Average,Fairly Confident,Average,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,7,7,2,7,7,7,7,3,2,6,5,7,4,2,5,5,4,4,3,4,5,6,2,5,4,5,3,3,3,3,5,5,3,4,3,3,1,1,6,4,5,5,4,3,5,5,5,6,5,2,6,2,5,5,5,2,3,3,4,3,4,4,3,4,4,6,5,6,5,6,7,4,6,5,3,3,2,3,3,3,4,2,5,6,3,3,2,7,Woman,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,C,Yes,3.4,4,,,Environmental Science and Natural Resource Studies,,,,Biology,,,,75201a6fb4
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Average,Average,Very Little,Some Confidence,Average,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will occasionally use statistics in the future.,5,5,5,5,5,5,5,3,5,5,5,5,4,4,3,5,4,5,4,3,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,4,3,5,4,4,4,4,5,5,4,5,5,4,4,5,5,5,5,3,5,5,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,3,5,4,3,3,5,4,4,3,3,Woman,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Other language(s):",Vietnamese,Sophomore (Second Year),,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,A or B (not sure which one),Yes,3.06,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,da98982c87
Yes: I agree to participate AND am 18 years or older,Agree,Strongly Agree,Disagree,Average,Poor,Great Deal,Fairly Confident,Average,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,7,7,6,7,6,7,7,2,7,6,7,7,7,4,3,5,5,7,4,3,7,6,4,6,6,5,6,6,6,5,6,7,6,7,6,7,5,2,6,7,7,7,6,6,7,7,7,7,4,4,6,5,4,3,1,6,5,4,4,4,5,6,5,7,7,7,7,7,7,7,7,7,7,7,4,5,5,3,3,5,3,6,4,4,3,4,5,4,Prefer not to answer.,,36,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Other:,"First year, 2nd bachelors",It is required by my major.,,Yes,"High School non-AP,High School AP Statistics,1 other college-level statistics course.",,,No,A,Yes,2.87,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,e0f9e18f6f
Yes: I agree to participate AND am 18 years or older,Agree,Strongly Agree,Disagree,Average,Very Poor,Great Deal,Fairly Confident,Likely,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,6,7,5,6,7,7,7,1,7,7,7,6,7,4,3,5,6,7,4,2,7,6,4,4,6,5,7,6,7,4,4,7,7,6,6,7,5,2,7,6,7,7,7,7,7,6,7,6,3,4,4,5,5,4,2,7,4,3,2,3,7,7,4,7,7,7,7,7,7,7,7,7,7,5,4,4,4,2,3,5,3,5,4,4,3,4,4,3,Prefer not to answer.,,36,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Other:,2nd Bachelors 1st year,It is required by my major.,,Yes,"High School AP Statistics,1 other college-level statistics course.",,,No,A,No,,,,,,,,,,,,,c93a0c4554
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Strongly Agree,Disagree,Average,Average,Grater Than Average,Little Confidence,Fairly Unlikely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,6,7,5,6,6,5,6,2,7,6,5,5,4,3,6,6,5,5,6,3,6,6,2,6,2,6,6,5,5,5,6,6,5,7,6,2,2,1,6,4,2,2,5,6,3,5,5,6,5,6,6,6,4,6,2,6,3,6,5,3,5,6,4,5,5,6,5,6,7,6,7,5,5,5,3,4,3,5,2,6,3,2,6,6,2,5,6,3,I prefer to self-identify:,Genderqueer,21,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,Yes,High School non-AP,,,Yes,C,Yes,2.6,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,91b8d1ab0d
Yes: I agree to participate AND am 18 years or older,Agree,Neither Agree Nor Disagree,Disagree,Average,Below Average,Average,Some Confidence,Not At All Likely,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,7,7,5,6,6,2,7,1,6,5,5,7,4,2,3,5,5,2,5,5,3,3,3,3,3,5,7,7,7,7,2,7,7,7,7,5,7,1,6,7,4,7,6,6,7,7,7,7,3,5,4,6,2,5,1,2,2,3,1,1,2,1,1,7,3,5,7,6,7,5,7,5,5,5,3,5,6,6,5,3,6,3,5,5,1,3,3,3,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Black or African-American: African American, Haitian, Nigerian, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,B,Yes,3.9220000000000002,4,,,Environmental Science and Natural Resource Studies,,English Language and Literature,,Other (Please Specify),Creative writing,,,7e6e97babb
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Disagree,Below Average,Above Average,Large Amount,Fairly Confident,Average,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I am beginning to see why I should study statistics.,I will occasionally use statistics in the future.,5,5,3,6,7,1,5,3,6,6,6,6,5,3,6,5,3,5,5,3,6,5,2,3,3,5,4,3,3,3,6,3,5,5,3,6,2,5,5,6,3,6,5,3,3,5,5,5,5,5,7,7,3,6,3,3,3,5,3,3,5,5,5,5,5,5,6,7,6,6,7,5,5,6,3,5,1,3,1,3,5,3,5,2,3,3,5,3,Man,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Fifth or more years in college,,It is required by my major.,,Yes,High School non-AP,,,Yes,B,Yes,2.8109999999999999,4,,,Environmental Science and Natural Resource Studies,,None - I do not have a second major.,,Visual and Performing Arts,,None - I do not have a minor.,,ada146e5d7
